LABELS
SEPARATOR TAB
DATA
G000005825	s__Bacillus pseudofirmus
G900110635	s__Lachnospiraceae bacterium NE2001
G900110645	s__Lewinella agarilytica
G900110675	s__Ignavigranum ruoffiae
G900110685	g__Piscibacillus
G900110775	g__Litorimicrobium
G900110815	g__Aliicoccus
G900110835	s__Chitinophaga arvensicola
G900110895	s__Prevotella aff. ruminicola Tc2-24
G900110905	s__Basfia succiniciproducens
G900110915	s__bacterium A52C2
G900110995	s__Chitinophaga sp. YR573
G900111025	g__Hyunsoonleella
G900111095	s__Amphritea atlantica
G900111105	g__Rosenbergiella
G900111115	g__Giesbergeria
G900111145	s__Fabibacter pacificus
G900111165	s__Nitrosomonas sp. Nm51
G900111195	s__Gracilibacillus ureilyticus
G900111285	g__Salisediminibacterium
G900111295	g__Salipaludibacillus
G900111355	s__Isobaculum melis
G900111395	f__Thorselliaceae
G900111405	g__Salinibacillus
G900111495	s__Chryseobacterium wanjuense
G900111525	s__Prevotella sp. kh1p2
G900111575	f__Proteinivoraceae
G900111595	s__[Clostridium] polysaccharolyticum
G900111615	s__Natronincola peptidivorans
G900111755	s__Thalassotalea agarivorans
G900111825	s__Pedobacter suwonensis
G900111865	s__Parageobacillus thermantarcticus
G900111875	g__Poseidonocella
G900112005	s__Algoriphagus aquimarinus
G900112045	s__Lentibacillus halodurans
G900112085	g__Acetitomaculum
G900112165	g__Brevinema
G900112195	s__Butyrivibrio sp. YAB3001
G900112255	g__Flexibacter
G900112335	g__Tropicimonas
G900112365	s__Spirosoma endophyticum
G900112405	s__Fructobacillus durionis
G900112445	s__Thioalkalimicrobium sp. ALE5
G900112535	s__Bacillus sp. UNCCL81
G900112605	g__Thiohalospira
G900112615	s__Chitinophaga sp. CF118
G900112715	g__Nannocystis
G900112775	s__[Clostridium] populeti
G900112935	s__Trichococcus pasteurii
G900113025	s__Alteribacillus iranensis
G900113045	g__Thermoflexibacter
G900113085	g__Fontimonas
G900113175	g__Planifilum
G900113335	s__Desulfotomaculum arcticum
G900113405	g__Palleronia
G900113415	s__Oribacterium sp. WCC10
G900113575	s__Nitrosospira sp. Nsp14
G900113595	s__Lachnospiraceae bacterium NLAE-zl-G231
G900113665	g__Planctomicrobium
G900113675	s__Pisciglobus halotolerans
G900113695	g__Albimonas
G900114055	g__Thermoflavimicrobium
G900114075	s__Brevibacillus sp. OK042
G900114085	s__Myroides guanonis
G900114165	s__Halobacillus dabanensis
G900114245	s__Pseudovibrio ascidiaceicola
G900114305	s__Nitrosomonas aestuarii
G900114365	s__Porphyromonadaceae bacterium KH3CP3RA
G900114475	s__Paenibacillus sp. 1_12
G900114545	s__Halanaerobium salsuginis
G900114615	s__Pelosinus propionicus
G900114705	s__Rugamonas rubra
G900114715	s__Salibacterium qingdaonense
G900114835	s__Methanolobus profundi
G900114975	g__Thermodesulforhabdus
G900114995	s__Chitinophaga sp. YR627
G900115015	g__Algoriella
G900115065	g__Formivibrio
G900115085	g__Dokdonella
G900115205	s__Robiginitalea myxolifaciens
G900115215	s__Pseudobutyrivibrio sp. UC1225
G900115225	g__Cohaesibacter
G900115365	s__Anaerocolumna aminovalerica
G900115435	s__Prevotella sp. tf2-5
G900115565	g__Yuhushiella
G900115595	g__Tranquillimonas
G900115615	g__Hydrogenimonas
G900115625	s__Salibacterium halotolerans
G900115655	s__Ruminobacter amylophilus
G900115665	g__Pseudarcicella
G900115755	g__Parafilimonas
G900115805	g__Psychrobacillus
G900115825	s__Desemzia incerta
G900115865	g__Donghicola
G900116045	s__Desulfovibrio piger
G900116105	s__Paenibacillus sp. 453mf
G900116115	g__Lutibacter
G900116225	s__Sphingobacterium wenxiniae
G900116425	g__Lishizhenia
G900116565	g__Crenotalea
G900116615	s__Algoriphagus locisalis
G900116665	s__Pustulibacterium marinum
G900116875	s__Butyrivibrio sp. INlla21
G900116895	s__Idiomarina donghaiensis
G900119055	s__Paenibacillus sp. UNCCL117
G900119105	s__Chitinophaga sancti
G900119185	s__Sinomicrobium oceani
G900119345	s__Bacillus sp. ru9509.4
G900119485	s__Thermoactinomyces sp. DSM 45891
G900119695	s__Actinomyces urinae
G900119705	g__Murdochiella
G900119735	s__Marinospirillum alkaliphilum
G900120005	s__Holdemania sp. Marseille-P2844
G900120165	g__Ezakiella
G900120365	g__Massiliomicrobiota
G900120375	g__Ndongobacter
G900120415	g__Urmitella
G900128475	s__Mediterranea massiliensis
G900128755	g__Ca. Fukatsuia
G900128885	g__Alkalibacter
G900128895	g__Sphingorhabdus
G900128965	s__Ferrithrix thermotolerans
G900129005	s__Leeuwenhoekiella marinoflava
G900129015	g__Cnuella
G900129025	g__Mariniphaga
G900129075	s__Caldanaerobius fijiensis
G900129085	g__Atopostipes
G900129135	s__Lactonifactor longoviformis
G900129155	s__Marinomonas polaris
G900129225	g__Schwartzia
G900129245	s__Chryseobacterium arachidis
G900129265	s__Caloramator proteoclasticus
G900129275	s__Arenibacter palladensis
G900129295	s__Flavisolibacter ginsengisoli
G900129305	g__Desulfacinum
G900129315	g__Aliifodinibius
G900129355	g__Seinonella
G900129375	g__Streptoalloteichus
G900129455	g__Jatrophihabitans
G900129465	s__Chitinophaga niabensis
G900129565	s__Aestuariibacter aggregatus
G900129645	s__Acetomicrobium flavidum
G900129665	g__Spongiibacterium
G900129715	s__Fibrobacter sp. UWH9
G900129725	g__Chryseolinea
G900129735	s__Fibrobacter sp. UWCM
G900129775	g__Halobaculum
G900129785	s__Algoriphagus halophilus
G900129805	g__Thermosyntropha
G900129815	g__Asaccharospora
G900129845	s__Loktanella sediminum
G900129875	g__Marivita
G900129885	s__Candidimonas bauzanensis
G900129925	s__Anaerosphaera aminiphila
G900129975	s__Halodesulfovibrio marinisediminis
G900130015	g__Desulfofustis
G900130035	g__Wenyingzhuangia
G900130065	g__Sporobacter
G900130115	g__Nissabacter
G900141665	g__Cruoricaptor
G900141785	s__Aquimarina spongiae
G900141795	g__Sulfurivirga
G900141815	s__Rubritalea squalenifaciens
G900141825	s__Pseudobutyrivibrio xylanivorans
G900141855	g__Pseudozobellia
G900141875	g__Tangfeifania
G900141895	s__Parasporobacterium paucivorans
G900141935	s__Arenibacter nanhaiticus
G900142005	g__Dethiosulfatibacter
G900142075	s__Clostridium amylolyticum
G900142085	g__Pseudopelagicola
G900142105	g__Lutispora
G900142125	g__Malonomonas
G900142165	g__Hespellia
G900142205	g__Reichenbachiella
G900142225	s__Hathewaya proteolytica
G900142235	g__Tepidibacter
G900142245	g__Paramaledivibacter
G900142265	s__[Clostridium] lactatifermentans
G900142285	g__Caminicella
G900142445	s__Chryseobacterium polytrichastri
G900142455	s__Fibrobacter sp. UWOS
G900142465	s__Fibrobacter sp. UWH6
G900142475	s__Fibrobacter sp. UWH4
G900142485	s__Fibrobacter sp. UWB12
G900142495	s__Fibrobacter sp. UWOV1
G900142505	s__Fibrobacter sp. UWH5
G900142545	s__Fibrobacter sp. UWT2
G900142565	g__Chishuiella
G900142575	s__Streptomyces paucisporeus
G900142605	s__Chitinophaga jiangningensis
G900142785	s__Chryseobacterium carnipullorum
G900142805	s__Salinicoccus alkaliphilus
G900142915	s__Mucilaginibacter sp. OK098
G900142955	g__Anaerosporobacter
G900142995	g__Caldanaerovirga
G900143015	s__Fibrobacter sp. UWB11
G900143155	g__Pleomorphobacterium
G900143165	s__Paenibacillus sp. ov031
G900143255	s__Desulfovibrio litoralis
G900143275	s__Nitrosomonas cryotolerans
G900143645	s__Anaerocolumna xylanovorans
G900143685	g__Libanicoccus
G900143695	g__Desulfopila
G900148505	g__Pseudoxanthobacter
G900155395	s__Merdibacter massiliensis
G900155405	g__Negativicoccus
G900155555	s__Mobilibacterium timonense
G900155635	s__Olsenella sp. Marseille-P3197
G900155965	s__Mucilaginibacter lappiensis
G900155985	s__Maribacter ulvicola
G900156105	s__Spirochaeta americana
G900156125	s__Domibacillus enclensis
G900156225	g__Ectothiorhodosinus
G900156285	s__Halanaerobium kushneri
G900156415	s__Pontibacter lucknowensis
G900156525	g__Pontibaca
G900156605	g__Insolitispirillum
G900156615	g__Kroppenstedtia
G900156675	g__Oleibacter
G900156765	g__Filimonas
G900156885	s__Lactobacillus sp. Marseille-P3519
G900156915	g__Aquibacillus
G900163845	g__Luteococcus
N2	k__Archaea (669)
N3	k__Bacteria (9906)
N6	n__CPR (1454)
N7	n__Eubacteria (8452)
N15	n__Asgard group (7)
N17	p__Ca. Micrarchaeota (2)
N18	p__Euryarchaeota_1 (366)
N21	p__Dictyoglomi (3)
N25	p__Ca. Heimdallarchaeota (3)
N27	p__Euryarchaeota_2 (48)
N28	n__TACK group (242)
N31	p__Ca. Dojkabacteria (13)
N35	g__Dictyoglomus (2)
N37	p__Thermotogae (35)
N39	n__Terrabacteria group (3706)
N40	p__Ca. Atribacteria (3)
N43	p__Ca. Thorarchaeota (3)
N44	c__Hadesarchaea (2)
N45	c__Thermococci (46)
N48	o__Ca. Altiarchaeales (5)
N54	p__Ca. WWE3 (64)
N56	p__Ca. Peregrinibacteria (60)
N58	n__Parcubacteria group (846)
N59	p__Caldiserica (2)
N60	p__Firmicutes_10 (3)
N65	p__Fusobacteria (36)
N68	o__Arc I group (8)
N69	f__Thermococcaceae (38)
N70	p__Ca. Bathyarchaeota (23)
N71	p__Thaumarchaeota (47)
N72	p__Ca. Verstraetearchaeota (5)
N77	c__Thermoplasmata (40)
N84	n__Microgenomates group (423)
N86	c__Ca. Peribacteria (36)
N89	p__Ca. Andersenbacteria (9)
N93	o__Thermotogales (23)
N95	p__Synergistetes (32)
N98	f__Leptotrichiaceae (15)
N99	f__Fusobacteriaceae (21)
N100	p__Ca. Aerophobetes (3)
N103	g__Thermococcus_2 (13)
N108	f__Ca. Methanomethyliaceae (4)
N113	c__Marine Group III (2)
N114	c__Marine Group II (13)
N116	o__Methanomassiliicoccales (22)
N117	c__Halobacteria (105)
N119	c__Methanomicrobia (122)
N124	p__Ca. CPR3 (3)
N125	p__Ca. Woykebacteria (10)
N131	p__Ca. Berkelbacteria (8)
N134	p__Ca. Saccharibacteria (18)
N139	o__Kosmotogales (4)
N140	o__Petrotogales (7)
N141	f__Fervidobacteriaceae (5)
N142	f__Thermotogaceae (18)
N143	p__Ca. Acetothermia (7)
N151	g__Fusobacterium (19)
N153	p__Spirochaetes (135)
N159	g__Pyrococcus (9)
N163	c__Nitrososphaeria (7)
N165	g__Ca. Methanomethylicus (3)
N167	p__Crenarchaeota (163)
N169	c__Methanococci (19)
N170	c__Methanobacteria (34)
N172	g__Aciduliprofundum (3)
N173	o__Thermoplasmatales (15)
N176	o__Halobacteriales_2 (6)
N179	c__Archaeoglobi (21)
N180	o__Methanomicrobiales (32)
N201	p__Ca. CPR2 (7)
N206	p__Ca. Doudnabacteria (19)
N208	p__Ca. Moranbacteria (45)
N211	g__Kosmotoga (2)
N212	g__Marinitoga (2)
N213	g__Petrotoga (5)
N214	g__Thermosipho (2)
N215	g__Fervidobacterium (3)
N216	g__Pseudothermotoga (7)
N217	g__Thermotoga (11)
N221	f__Synergistaceae (29)
N222	p__Ca. WOR-1 (26)
N223	p__Ca. Melainabacteria (28)
N224	p__Cyanobacteria (295)
N227	g__Leptotrichia (6)
N229	g__Streptobacillus (5)
N240	g__Thermococcus_1 (15)
N244	g__Ca. Nitrosocosmicus (2)
N248	s__Ca. Methanomethylicus mesodigestum (2)
N250	c__Thermoprotei (156)
N251	f__Methanocaldococcaceae_1 (8)
N253	f__Methanobacteriaceae (33)
N263	f__Archaeoglobaceae (20)
N266	o__Methanosarcinales_2 (2)
N273	p__Ca. Curtissbacteria (19)
N274	p__Ca. Daviesbacteria (36)
N316	c__Gloeobacteria (2)
N320	p__Firmicutes_8 (13)
N328	f__Leptospiraceae (27)
N329	o__Brachyspirales (9)
N330	o__Spirochaetales (98)
N334	s__Thermococcus barophilus (2)
N337	s__Pyrococcus furiosus (2)
N345	g__Nitrososphaera (2)
N348	g__Ca. Nitrosotenuis (3)
N350	p__Ca. YNPFFA (6)
N351	o__Thermoproteales_2 (4)
N355	f__Methanocaldococcaceae_2 (2)
N356	f__Methanococcaceae (9)
N361	f__Thermoplasmataceae (7)
N364	f__Methanomassiliicoccaceae (12)
N365	g__Halobacterium (3)
N366	o__Haloferacales (42)
N367	o__Halobacteriales_1 (23)
N369	g__Archaeoglobus_1 (9)
N371	f__Methanocorpusculaceae (4)
N374	o__Methanocellales (3)
N375	o__Methanosarcinales_1 (85)
N385	p__Ca. Shapirobacteria (6)
N414	s__Petrotoga mobilis (2)
N417	s__Thermotoga neapolitana (2)
N420	g__Acetomicrobium (4)
N433	p__Deinococcus-Thermus (41)
N434	p__Actinobacteria (1101)
N435	f__Clostridiales Family XVII. Incertae Sedis (4)
N437	p__Firmicutes_6 (17)
N440	s__Leptotrichia goodfellowii (2)
N441	s__Streptobacillus notomytis (3)
N443	s__Fusobacterium necrophorum (10)
N447	f__Borreliaceae (43)
N449	p__Elusimicrobia (29)
N453	s__Thermococcus sibiricus (3)
N468	o__Nitrosopumilales (23)
N471	o__Thermoproteales_1 (31)
N473	s__Methanocaldococcus villosus (2)
N477	g__Methanothermobacter (4)
N478	g__Methanobrevibacter (13)
N482	f__Ferroplasmaceae (6)
N487	g__Methanomassiliicoccus (4)
N491	f__Halorubraceae (25)
N492	f__Halococcaceae (7)
N494	o__Halobacteriales_3 (3)
N495	o__Natrialbales (30)
N499	g__Archaeoglobus_2 (7)
N500	g__Methanocorpusculum (3)
N501	f__Methanomicrobiaceae_2 (6)
N517	p__Ca. Levybacteria (37)
N542	p__Ca. Kerfeldbacteria (4)
N553	s__Pseudothermotoga lettingae (2)
N555	s__Thermotoga maritima (4)
N558	g__Jonquetella (4)
N560	g__Thermovirga (5)
N573	o__Synechococcales_1 (84)
N577	o__Thermales (19)
N578	o__Deinococcales (22)
N584	f__Halobacteroidaceae (7)
N585	f__Halanaerobiaceae (10)
N586	p__Firmicutes_4 (142)
N592	g__Leptonema (2)
N593	g__Leptospira (24)
N595	g__Brachyspira (4)
N596	g__Borrelia (18)
N597	g__Borreliella (25)
N598	f__Spirochaetaceae_2 (10)
N599	f__Spirochaetaceae_1 (45)
N603	p__Ca. Dependentiae (21)
N610	s__Thermococcus thioreducens (2)
N617	g__Ca. Nitrosopelagicus (6)
N624	o__Sulfolobales (95)
N626	g__Methanothermococcus (2)
N627	g__Methanococcus (5)
N630	g__Methanosphaera (2)
N631	g__Methanobacterium (13)
N634	g__Acidiplasma (5)
N637	g__Thermoplasma (2)
N641	f__Haloferacaceae (16)
N646	f__Haloarculaceae_2 (2)
N648	g__Haladaptatus (2)
N656	f__Methanoregulaceae (4)
N657	f__Methanomicrobiaceae_1 (15)
N659	f__Methanosaetaceae (8)
N678	p__Ca. Gottesmanbacteria (25)
N682	p__Ca. Beckwithbacteria (14)
N699	p__Ca. Jacksonbacteria (13)
N708	p__Ca. Portnoybacteria (9)
N709	p__Ca. Terrybacteria (8)
N732	f__Synechococcaceae_1 (8)
N739	g__Deinococcus (21)
N744	g__Thermaerobacter (2)
N749	g__Halothermothrix (2)
N751	c__Clostridia_3 (69)
N752	c__Negativicutes (73)
N753	p__Firmicutes_2 (653)
N755	s__Fusobacterium nucleatum (3)
N769	g__Spirochaeta (10)
N775	n__FCB group (1013)
N780	c__SAR324 (19)
N782	p__Proteobacteria_1 (2552)
N791	f__Nitrosopumilaceae (21)
N793	g__Thermoproteus (5)
N794	g__Pyrobaculum (8)
N796	g__Vulcanisaeta (14)
N797	o__Desulfurococcales_4 (2)
N799	f__Sulfolobaceae (94)
N821	f__Haloarculaceae_1 (10)
N824	g__Geoglobus (2)
N828	g__Methanofollis (2)
N829	g__Methanoculleus (13)
N832	s__Methanosaeta harundinacea (4)
N833	f__Ca. Methanoperedenaceae (2)
N834	f__Methanosarcinaceae (71)
N890	p__Ca. Spechtbacteria (6)
N893	p__Ca. Yanofskybacteria (42)
N897	s__Jonquetella anthropi (2)
N899	g__Aminobacterium (3)
N900	s__Thermovirga lienii (2)
N911	o__Synechococcales_5 (6)
N913	p__Ca. Fervidibacteria (3)
N916	p__Chloroflexi (149)
N917	g__Meiothermus (6)
N918	g__Thermus (11)
N923	c__Coriobacteriia (64)
N928	s__Fuchsiella alkaliacetigena (3)
N929	g__Halanaerobium (7)
N931	o__Veillonellales (25)
N933	c__Clostridia_10 (9)
N946	s__Borreliella burgdorferi (2)
N948	g__Sphaerochaeta (7)
N949	s__Spirochaeta thermophila (2)
N952	g__Treponema (32)
N963	p__Chrysiogenetes (2)
N964	p__Deferribacteres (7)
N966	p__Proteobacteria_2 (115)
N970	c__Alphaproteobacteria (893)
N976	g__Ca. Nitrosoarchaeum (3)
N977	g__Nitrosopumilus (18)
N981	g__Caldivirga (3)
N985	g__Sulfolobus_1 (50)
N986	s__Methanococcus maripaludis (3)
N992	s__Acidiplasma aeolicum (2)
N995	g__Haloferax (5)
N997	g__Halolamina (2)
N1007	s__Archaeoglobus fulgidus (4)
N1009	g__Methanoregula (2)
N1016	g__Methanosarcina (51)
N1040	p__Ca. Chisholmbacteria (4)
N1043	p__Ca. Collierbacteria (34)
N1045	p__Ca. Amesbacteria (32)
N1046	p__Ca. Blackburnbacteria (7)
N1047	p__Ca. Woesebacteria (89)
N1050	o__Ca. Peribacterales (5)
N1057	p__Ca. Kuenenbacteria (6)
N1058	p__Ca. Veblenbacteria (8)
N1059	p__Ca. Komeilibacteria (12)
N1061	p__Ca. Falkowbacteria (20)
N1083	g__Thermanaerovibrio (2)
N1084	g__Cloacibacillus (3)
N1091	f__Synechococcaceae_2 (6)
N1092	f__Prochloraceae_1 (68)
N1094	o__Synechococcales_6 (4)
N1097	p__Armatimonadetes (8)
N1108	c__Thermoleophilia (12)
N1116	o__Acidaminococcales (12)
N1117	o__Selenomonadales (36)
N1119	c__Clostridia_5 (29)
N1122	p__Firmicutes_7 (16)
N1130	s__Borreliella garinii (19)
N1143	p__Ca. Poribacteria (3)
N1144	p__Ca. Hydrogenedentes (5)
N1145	n__PVC group (273)
N1153	c__Deltaproteobacteria_6 (5)
N1154	c__Epsilonproteobacteria (110)
N1158	p__Acidobacteria (56)
N1159	p__Proteobacteria_4 (66)
N1162	c__Zetaproteobacteria (7)
N1166	s__Ca. Nitrosoarchaeum limnia (2)
N1175	o__Desulfurococcales_1 (9)
N1179	s__Sulfolobus acidocaldarius (49)
N1182	s__Methanobrevibacter smithii (6)
N1195	g__Halorhabdus (2)
N1202	g__Methanolacinia (2)
N1233	p__Ca. Roizmanbacteria (42)
N1239	p__Ca. Pacebacteria (18)
N1260	p__Ca. Buchananbacteria (9)
N1286	p__Ca. Azambacteria (20)
N1288	p__Ca. Sungbacteria (24)
N1295	s__Prochlorococcus marinus (51)
N1298	s__Synechococcus elongatus (3)
N1299	o__Synechococcales_4 (6)
N1304	c__Anaerolineae (54)
N1305	c__Ktedonobacteria (8)
N1312	o__Eggerthellales (20)
N1313	o__Coriobacteriales (43)
N1319	o__Clostridiales_3 (54)
N1320	g__Dialister (8)
N1321	g__Veillonella (8)
N1322	g__Megasphaera (8)
N1324	f__Sporomusaceae (11)
N1325	f__Selenomonadaceae (25)
N1326	g__Tepidanaerobacter (4)
N1328	f__Thermoanaerobacterales Family III. Incertae Sedis_1 (10)
N1331	c__Clostridia_1 (412)
N1333	f__Alicyclobacillaceae (15)
N1337	s__Borrelia duttonii (3)
N1339	s__Borrelia hermsii (7)
N1363	p__Ca. Cloacimonetes (10)
N1371	p__Ca. Calescamantes (8)
N1372	p__Aquificae (16)
N1373	g__Hippea (4)
N1374	o__Nautiliales (3)
N1375	o__Campylobacterales (107)
N1379	p__Ca. Aminicenantes (8)
N1380	c__Holophagae (3)
N1386	o__Holosporales_2 (2)
N1389	c__Acidithiobacillia (21)
N1400	g__Staphylothermus (2)
N1404	g__Metallosphaera (10)
N1406	g__Sulfolobus_2 (28)
N1411	s__Methanobacterium formicicum (5)
N1412	g__Ca. Methanomethylophilus (3)
N1414	g__Halogeometricum (2)
N1415	g__Haloquadratum (5)
N1418	g__Halostagnicola (2)
N1420	s__Methanoculleus bourgensis (2)
N1422	s__Methanoculleus marisnigri (2)
N1491	p__Ca. Magasanikbacteria (46)
N1492	p__Ca. Uhrbacteria (51)
N1500	p__Ca. Staskawiczbacteria (27)
N1518	g__Cyanobium (3)
N1525	f__Acaryochloridaceae (2)
N1526	f__Synechococcaceae_4 (4)
N1527	o__Synechococcales_8 (2)
N1532	c__Chloroflexia (12)
N1535	o__Thermogemmatisporales (2)
N1536	o__Ktedonobacterales (6)
N1544	g__Slackia (3)
N1546	f__Coriobacteriaceae (11)
N1547	f__Atopobiaceae (32)
N1550	c__Acidimicrobiia (21)
N1553	o__Thermoanaerobacterales_3 (5)
N1554	o__Clostridiales_9 (8)
N1563	g__Acidaminococcus (6)
N1573	c__Clostridia_2 (83)
N1579	p__Firmicutes_3 (156)
N1582	s__Leptospira noguchii (3)
N1592	s__Treponema primitia (2)
N1602	p__Planctomycetes (63)
N1604	p__Chlamydiae (106)
N1617	o__Desulfurobacteriales (4)
N1618	o__Aquificales (12)
N1621	f__Helicobacteraceae_1 (32)
N1627	f__Holophagaceae (2)
N1632	o__Bdellovibrionales (37)
N1634	p__Nitrospirae_2 (9)
N1639	o__Acidithiobacillales (20)
N1641	c__Gammaproteobacteria (1295)
N1648	o__Desulfurococcales_2 (4)
N1650	g__Acidianus (2)
N1651	s__Sulfolobales archaeon AZ1 (2)
N1661	s__Haloquadratum walsbyi (4)
N1662	g__Halorubrum (9)
N1663	g__Haloarcula (4)
N1667	g__Methanolobus (5)
N1668	g__Methanococcoides (4)
N1669	g__Methanohalophilus (7)
N1759	p__Ca. Ryanbacteria (11)
N1777	s__Chthonomonas calidirosea (4)
N1779	o__Herpetosiphonales (3)
N1780	o__Chloroflexales (9)
N1798	g__Collinsella (8)
N1802	f__Acidimicrobiaceae_2 (7)
N1803	f__Acidimicrobiaceae_1 (14)
N1804	c__Actinobacteria (990)
N1808	g__Moorella (2)
N1817	g__Phascolarctobacterium (4)
N1822	g__Megamonas (2)
N1829	f__Thermoanaerobacteraceae_4 (2)
N1833	c__Clostridia_11 (8)
N1843	p__Firmicutes_1 (856)
N1844	s__Leptospira santarosai (2)
N1847	s__Leptospira kirschneri (3)
N1848	s__Leptospira interrogans (4)
N1862	c__Planctomycetia_2 (17)
N1864	p__Lentisphaerae (10)
N1865	p__Verrucomicrobia (55)
N1867	o__Chlamydiales (77)
N1876	p__Fibrobacteres (26)
N1883	f__Hydrogenothermaceae (5)
N1884	f__Aquificaceae (7)
N1888	f__Campylobacteraceae_1 (30)
N1896	o__Myxococcales (24)
N1897	f__Bdellovibrionaceae (13)
N1898	f__Bacteriovoracaceae (24)
N1899	p__Ca. Tectomicrobia (2)
N1904	o__Pelagibacterales (19)
N1909	g__Acidithiobacillus (19)
N1911	c__Betaproteobacteria (334)
N1919	s__Vulcanisaeta distributa (6)
N1920	g__Desulfurococcus (5)
N1922	o__Desulfurococcales_3 (3)
N1923	o__Acidilobales (6)
N1925	s__Sulfolobus solfataricus (7)
N1926	s__Sulfolobus islandicus (20)
N1940	s__Methanococcoides methylutens (3)
N1946	s__Methanosarcina mazei (25)
N2012	p__Ca. Wildermuthbacteria (6)
N2014	p__Ca. Nealsonbacteria (15)
N2023	p__Ca. Jorgensenbacteria (8)
N2032	p__Ca. Giovannonibacteria (51)
N2047	g__Thermosynechococcus (2)
N2050	o__Synechococcales_2 (10)
N2053	c__Thermomicrobia (4)
N2054	g__Herpetosiphon (2)
N2055	f__Roseiflexaceae (3)
N2056	f__Chloroflexaceae (6)
N2066	g__Eggerthella (4)
N2067	g__Denitrobacterium (4)
