DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G001932855	3515553
G001932875	3489052
G001932895	3509728
G001932915	3515768
G001932935	3515597
G001932955	3511244
G001936115	1842889
G001936235	1672949
G001936255	1042690
G001937155	4110743
G001938355	2193342
G001939115	5940030
G001939485	1891607
G001939945	6065421
G001940565	2530461
G001940645	5684038
G001940655	4334170
G001940665	1460710
G001940705	2855654
G001940725	4843591
G001940755	2278690
G001940805	1965334
G001940825	2356532
G001940845	2213674
G001940855	2848015
G001940885	2306994
G001940895	1015310
G001940945	2437735
G001940985	1685577
G001940995	2079672
G001941025	1612463
G001941055	2076509
G001941065	3511528
G001941135	1997524
G001941205	2751729
G001941225	1904062
G001941345	2862233
G001941785	2272328
G001941805	3378307
G001941825	7523017
G001941945	5412463
G001942005	2320101
G001942495	8319104
G001945525	2740565
G001945535	2415791
G001945605	2254642
G001950115	3550411
G001950395	1838614
G001951175	2316479
G001952045	2582140
G001952065	2525262
G001952075	2603122
G001952815	6357185
G001953075	5003575
G001953175	2092789
G001953195	3636349
G001953785	2308018
G001955715	4264855
G001956915	4245395
G001956985	7651896
G001957125	5691534
G001957175	4529917
G001968815	6003883
G001968835	3209563
G001968985	1607407
G001969175	2362226
G001969385	5424264
G001969405	3439440
G001969465	2435437
G001969485	2320434
G001969535	1252002
G001969935	4265366
G001971785	3752836
G001975165	2337090
G001975465	2570543
G001975685	2300992
G001975825	8630543
G001975945	1692973
G001975995	4077007
G001981705	1940894
G001981825	1953440
G001981925	1804716
G001982025	1810758
G001982045	1805071
G001982085	3059328
G001982095	3032791
G001982185	1915262
G001982205	3333921
G001983655	1202397
G001983675	1245124
G001983935	8920478
G001989475	3439438
G001989595	2338093
G001995005	1853627
G001995095	3782189
G001995405	3256021
G001995415	3281043
G001996105	3123148
G001996115	3263514
G001996245	3352133
G001996265	3421552
G001997265	1879987
G001997385	2951611
G001999965	3868357
G002000055	3989979
G002000245	5842415
G002002505	2361102
G002002625	3384337
G002002665	2340676
G002003465	3356119
G002003665	2023176
G002005165	3629225
G002005305	6353406
G002005325	1868279
G002005365	2688496
G002005465	3407860
G002006795	2776041
G002006815	1791665
G002006995	5015434
G002007295	3189707
G002007305	1175601
G002007375	1878038
G002007485	2601172
G002007505	2643257
G002007565	2907212
G002007645	4250973
G002007725	1067014
G002007825	1329198
G002007845	1428463
G002007865	1394319
G002007905	1271604
G002009415	2337147
G002009735	4427752
G002009965	1476247
G002009975	2362347
G002009985	1817752
G002010045	2062531
G002010075	1288683
G002010125	1629140
G002010155	2351345
G002010195	1966558
G002010215	1972400
G002010285	1752477
G002010295	2279225
G002010305	2148619
G002010355	1698648
G002010365	1292279
G002010385	1710598
G002010445	776292
G002010535	2975652
G002010545	2358376
G002010555	873684
G002010615	921100
G002010635	1702015
G002010655	1800622
G002010715	2046026
G002010755	1861077
G002010775	1526138
G002011035	1725730
G002011075	1671866
G002011125	2062134
G002011155	1609686
G002011165	1416500
G002011215	2701738
G002011235	2360045
G002011315	1703394
G002011365	1088071
G002011395	1249758
G002011415	1622290
G002011425	1893129
G002011435	1763844
G002011475	1691297
G002011495	1798153
G002011535	2039159
G002011565	936826
G002011575	1838550
G002011615	2059798
G002011635	789045
G002011655	1318042
G002011675	1305425
G002011685	3099908
G002011715	1165085
G002011735	2050278
G002011745	2325903
G002011795	1858353
G002011815	2103466
G002011845	1392811
G002011895	932589
G002013915	7035113
G002014855	2179000
G002015085	2329039
G002017915	565311
G002018015	1472743
G002018045	1500513
G002019695	5476388
G002019735	4319439
G002019865	1762969
G002020385	2073110
G002020605	2215933
G002020685	2383468
G002020715	2386266
G002020725	2369747
G002020745	2372686
G002020775	2371237
G002020795	2605925
G002020805	2552746
G002020845	2415118
G002020875	3563444
G002020915	2694913
G002020935	2549090
G002020965	2366897
G002020995	2613709
G002021005	2607569
G002021025	2598937
G002021035	2408107
G002021075	2601104
G002021105	2601529
G002021115	2546481
G002021175	2715412
G002021195	2565112
G002021235	2690024
G002021255	2532469
G002021265	2534127
G002021315	2569876
G002021775	1337486
G002021855	2715054
G900000025	1370818
G900002265	2500326
G900009135	34380991
G900010725	55176491
G900011245	7547693
G900012635	1969648
G900016865	2188512
G900018335	1786211
G900019985	1833135
G900025055	2200216
G900039485	846562
G900044015	636713
G900047545	1409475
G900048035	938041
G900048045	352837
G900048895	3671597
G900048935	3499528
G900051025	3629395
G900053355	3503195
G900053745	3624857
G900054435	3448094
G900057625	3483235
G900057755	3351397
G900059955	3513757
G900060365	3514819
G900061575	3514412
G900061635	3365082
G900061645	3365099
G900061655	3364319
G900061665	3363339
G900061675	3364625
G900061685	3363398
G900061695	3362234
G900061705	3363943
G900061715	3364426
G900061725	3365323
G900063805	3363467
G900063815	3362330
G900064345	3448814
G900065905	3438575
G900070165	3513289
G900070355	2958880
G900073035	3473661
G900078695	4485537
G900078795	2603008
G900079115	3034024
G900079125	2551189
G900086555	2188497
G900086585	4661482
G900086725	4219447
G900086985	4144542
G900087055	3405979
G900089075	2434476
G900089455	4825741
G900089525	1105265
G900089545	1752129
G900089555	1579673
G900089565	1106849
G900089575	2082446
G900090055	1878916
G900090125	6594919
G900091655	4410591
G900091675	4965295
G900092135	3760249
G900092645	4440236
G900093605	3687561
G900093775	4607442
G900094635	1727679
G900094705	5074440
G900094785	1682549
G900094975	4481988
G900094985	3615064
G900095015	1816487
G900095135	4414963
G900095305	3120648
G900095615	3296036
G900095795	3717632
G900095815	1686891
G900095865	2985330
G900096565	4154490
G900096905	2527601
G900096925	3252807
G900096935	1589448
G900096945	4609043
G900097105	3074078
G900099605	3619097
G900099655	3917616
G900099695	4534676
G900099715	3010384
G900099745	4643995
G900099815	2973500
G900099935	5811514
G900100005	3772513
G900100065	6244063
G900100125	1759599
G900100155	4505084
G900100165	3945433
G900100185	3302411
G900100245	2592391
G900100295	3155619
G900100345	6029601
G900100375	4032617
G900100385	3287116
G900100435	6763971
G900100455	3497210
G900100485	3205039
G900100605	7057140
G900100635	3479601
G900100655	3039361
G900100685	5225716
G900100705	5755101
G900100715	2947907
G900100765	7107765
G900100835	2748281
G900100875	3871751
G900100945	7109178
G900101015	4151587
G900101065	2277311
G900101295	3198475
G900101335	3195637
G900101345	6535106
G900101375	2760346
G900101395	6099002
G900101435	6006420
G900101495	4459788
G900101525	2508584
G900101595	7267586
G900101605	3400374
G900101645	2900473
G900101785	4461788
G900101815	4851997
G900101825	4428167
G900101835	1968473
G900101875	7206603
G900101965	4211331
G900102025	2200507
G900102055	3821926
G900102085	6495147
G900102125	6461569
G900102185	4852066
G900102205	3418751
G900102215	5264638
G900102385	3785360
G900102435	2861023
G900102515	4194792
G900102545	8625518
G900102615	2166325
G900102685	3188902
G900102795	3994069
G900102835	4629350
G900102855	3563632
G900102905	3127641
G900102915	3261465
G900102965	7032114
G900103005	3615609
G900103115	2104115
G900103125	7160842
G900103135	2718640
G900103145	3134241
G900103215	6057242
G900103285	6189941
G900103315	3296581
G900103375	4365123
G900103425	1700551
G900103505	3768606
G900103515	4422181
G900103545	4279285
G900103665	8060701
G900103825	6252761
G900103835	2916215
G900103915	2950395
G900104045	2100696
G900104055	3211419
G900104145	6549844
G900104155	4799342
G900104295	3552958
G900104335	3242047
G900104345	3471800
G900104395	2550375
G900104445	5008860
G900104455	4130502
G900104485	5094548
G900104505	7268999
G900104605	2390301
G900104615	2580742
G900104665	2606093
G900104675	4041781
G900104755	8269569
G900105035	3545181
G900105065	4717614
G900105105	4505800
G900105545	4622542
G900105625	4809171
G900105645	4871344
G900105765	4830506
G900105865	1998342
G900105875	3238349
G900105895	1779562
G900106055	2430293
G900106545	3660956
G900106575	2723453
G900106595	2908575
G900106615	3206179
G900106745	6988175
G900106765	3002518
G900106775	3331831
G900106785	3475353
G900106855	2283357
G900106905	2026562
G900106945	3971609
G900106955	3886483
G900106985	3961509
G900107025	4250016
G900107035	2859702
G900107065	2886813
G900107075	2280545
G900107125	2954329
G900107185	2673997
G900107215	1967584
G900107235	4259991
G900107265	3233933
G900107275	5872627
G900107305	3193061
G900107335	3317747
G900107355	3293487
G900107405	3122071
G900107465	5214558
G900107505	3174439
G900107535	5188723
G900107545	3660320
G900107575	2958954
G900107585	4864068
G900107615	3039002
G900107645	3744894
G900107695	3936903
G900107705	3371121
G900107765	4868714
G900107785	4154516
G900107835	4017748
G900107845	4060055
G900107875	7212767
G900107885	3779259
G900108055	2207191
G900108455	1413564
G900108485	4457865
G900108495	2030882
G900108575	6356861
G900108895	5236575
G900108915	2744234
G900108995	2401553
G900109035	4175922
G900109065	3284590
G900109115	6507138
G900109135	3090512
G900109215	2074534
G900109365	5547756
G900109425	2067115
G900109475	4734478
G900109555	3870734
G900109575	6780495
G900109585	2376326
G900109685	8387119
G900109715	2764267
G900109785	3098034
G900109895	5092396
G900109985	2771211
G900110015	3632506
G900110045	3178920
G900110085	3567607
G900110145	3496909
G900110165	3808945
G900110215	4869758
G900110245	8546563
G900110305	4246244
G900110315	5807033
G900110415	7185297
G900110425	4088599
G900110485	4433598
G900110565	2407645
G900110585	4037907
G900110635	3721622
G900110645	6220808
G900110675	1958489
G900110685	2992995
G900110775	4019514
G900110815	2061411
G900110835	8316369
G900110895	2917108
G900110905	2321308
G900110915	4196045
G900110995	8066695
G900111025	3480311
G900111035	3432581
G900111055	3337185
G900111065	4004380
G900111095	4735181
G900111105	3294717
G900111115	3420562
G900111145	4660771
G900111165	3244868
G900111195	4071593
G900111255	2057956
G900111285	2937914
G900111295	4435185
G900111355	2821134
G900111395	3550975
G900111405	3488694
G900111425	5073141
G900111495	4668404
G900111525	3281063
G900111575	2300172
G900111595	3458343
G900111605	3489905
G900111615	3768981
G900111645	2314846
G900111755	3306525
G900111825	5803831
G900111835	6344741
G900111865	3448881
G900111875	3622008
G900111915	3300102
G900112005	5119527
G900112045	3670765
G900112085	3082721
G900112165	1501400
G900112195	4587896
G900112255	4249974
G900112275	3559396
G900112295	4482831
G900112335	4976641
G900112365	8512335
G900112405	1327392
G900112445	2060511
G900112475	3950845
G900112535	5116855
G900112605	2687697
G900112615	8143991
G900112715	11612870
G900112735	2329753
G900112775	4222819
G900112885	3113820
G900112935	3197326
G900112985	4570120
G900113025	3316135
G900113045	5504183
G900113085	2733540
G900113155	5465751
G900113175	3382342
G900113335	5215335
G900113355	5886428
G900113395	2474443
G900113405	3937250
G900113415	3642652
G900113455	2038062
G900113575	3356227
G900113595	7259544
G900113645	2978824
G900113665	6317004
G900113675	2437433
G900113695	6027197
G900113925	3801938
G900113965	3191470
G900113975	4889663
G900114055	3852792
G900114075	5800699
G900114085	3140132
G900114165	4137344
G900114195	3126950
G900114245	5845495
G900114305	3994034
G900114365	4929248
G900114425	2329465
G900114475	7618349
G900114545	2991186
G900114575	4232065
G900114615	5413664
G900114655	2767037
G900114705	6830503
G900114715	3516738
G900114745	4421028
G900114835	3107200
G900114975	2808342
G900114995	9117871
G900115015	3265911
G900115065	3072471
G900115085	4635835
G900115135	3173070
G900115205	3206962
G900115215	3371868
G900115225	5339722
G900115315	2655673
G900115355	3061734
G900115365	4624179
G900115385	2275694
G900115425	2344887
G900115435	3511834
G900115565	5955155
G900115595	4543020
G900115615	2444910
G900115625	3614063
G900115655	2815061
G900115665	6168047
G900115735	4168923
G900115755	4985410
G900115805	3607666
G900115825	2330788
G900115845	5118421
G900115855	6043725
G900115865	4426466
G900115875	4495023
G900116035	5914839
G900116045	2807531
G900116105	5243123
G900116115	3484703
G900116225	3844399
G900116265	3728357
G900116345	2961737
G900116365	3892267
G900116415	4432606
G900116425	3567068
G900116485	2821632
G900116565	2858357
G900116615	5426160
G900116625	2675401
G900116665	4209902
G900116785	2277081
G900116865	3666312
G900116875	3343115
G900116885	4816279
G900116895	2574154
G900119055	7267884
G900119095	3230378
G900119105	8244109
G900119185	5026272
G900119345	3706009
G900119485	2985194
G900119535	3642793
G900119695	1946898
G900119705	1671491
G900119735	3137549
G900119765	3530817
G900120005	3680275
G900120165	1741785
G900120365	1534486
G900120375	1864878
G900120415	2138714
G900128475	3949838
G900128755	2026595
G900128875	2952521
G900128885	2331365
G900128895	3547928
G900128965	2489535
G900129005	4733424
G900129015	5659359
G900129025	5048302
G900129075	2760766
G900129085	2124342
G900129135	4839287
G900129155	5038537
G900129215	7828785
G900129225	2659575
G900129245	4947868
G900129265	2655018
G900129275	5551910
G900129295	4677460
G900129305	4239823
G900129315	5082244
G900129355	3844441
G900129375	7279383
G900129415	3062999
G900129455	4480046
G900129465	7130081
G900129565	4910645
G900129645	2021699
G900129665	3836163
G900129715	3784473
G900129725	8357597
G900129735	3784167
G900129775	3208246
G900129785	4978503
G900129805	2169229
G900129815	2622699
G900129845	3257490
G900129875	4193223
G900129885	5641410
G900129925	2021907
G900129955	6472246
G900129975	3710653
G900130015	4977298
G900130035	3242070
G900130065	4198214
G900130115	5162116
G900141665	2229574
G900141785	5345319
G900141795	1673283
G900141815	4322488
G900141825	3420924
G900141855	5036817
G900141875	4779684
G900141895	2443757
G900141935	4362450
G900142005	4034121
G900142075	4262456
G900142085	4094570
G900142105	3583033
G900142115	3544809
G900142125	3961631
G900142165	4402942
G900142205	5034103
G900142225	2818024
G900142235	2639825
G900142245	4060624
G900142265	3546077
G900142285	2473921
G900142405	4484398
G900142425	3263882
G900142445	5142650
G900142455	3242118
G900142465	3921019
G900142475	3696015
G900142485	3826342
G900142495	3687051
G900142505	3736655
G900142545	3493574
G900142565	3443921
G900142575	8164374
G900142605	7182135
G900142635	4017490
G900142675	4243036
G900142785	5154826
G900142805	2516660
G900142855	3658292
G900142915	7213459
G900142955	5217774
G900142995	2264710
G900143015	3763481
G900143155	3344933
G900143165	6875686
G900143255	2741424
G900143275	2928185
G900143645	5420325
G900143685	2009306
G900143695	6065581
G900148505	5165242
G900155395	2468696
G900155405	1360589
G900155555	2086038
G900155635	1748607
G900155965	6790845
G900155985	4511475
G900156105	3309052
G900156125	3835730
